artist,artist_ko,summary,image_url
hilma af klint,힐마 아프 클린트,Hilma af Klint?(?1862년?10월 26일?[?2?]?스톡홀름?의?Karlberg 성?에서 태어나?1944년?10월 21일?Danderyd?에서?사망?)는?스웨덴?예술가?이자 인지학자?이자?추상 회화?의 선구자 였습니다?. 그녀는?The Five?그룹의 일원이었으며?그녀의 체계적인 그림은 복잡한 철학적 아이디어를 시각적으로 표현한 것입니다. Hilma af Klint는 스웨덴 미술사에서 많은 사람들에게 알려지지 않은 사람입니다,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d0/Hilma-af-Klint-uncropped.jpg/427px-Hilma-af-Klint-uncropped.jpg
ilka gedo,일카게도,"Ilka Gedő (1921 년 5 월 26 일 - 1985 년 6 월 19 일)은 헝가리 화가이자 그래픽 아티스트였습니다.그녀의 작품은 1930 년대와 1940 년대의 반 파시스트 정권에 의해 수십 년의 박해와 억압에서 살아남은 후 1945 년에서 1949 년 사이에 1950 년대에서 1989 년의 공산주의 정권에 의해 1945 년에서 1949 년 사이의 상대적인 자유의 간단한 간격 이후1949 년에 끝나는 그녀의 경력 중에서, 그녀는 다양한 시리즈로 나눌 수있는 수많은 그림을 만들었습니다.1964 년부터 그녀는 유화를 만드는 예술적 활동을 재개했습니다.""Ilka Ged로는 헝가리 예술의 독방 마스터 중 하나입니다. 그녀는 아방가르드 나 전통 트렌드에 둘러싸여 있습니다. 그녀의 무자비한 창의적 방법은 그녀를 다른 예술가들과 비교할 수 없게 만듭니다.""",https://upload.wikimedia.org/wikipedia/commons/thumb/8/89/Ilka_Ged%C5%91_-_Double_Self-Portrait.jpg/220px-Ilka_Ged%C5%91_-_Double_Self-Portrait.jpg
ion pacea,이온 페이스,"이온 파시아?(b.?1924년?9월 7일,?초로파니??(?d?)?,?마케도니아 및 트라키아??(?d?)?,?그리스??? d.?1999년?8월 13일,?루마니아?부쿠레슈티 )?는 루마니아 화가이자?루마니아 아카데미?명예 회원이었습니다?.",https://uploads2.wikiart.org/00335/images/ion-pacea/agerpres-110302-1.jpeg!Portrait.jpeg
ion tuculescu,이온 투쿨레스쿠,"Ion țUculescu (루마니아어 발음 : [iˈon t͡sukuˈlesku]; 1910 년 5 월 19 일 - 1962 년 7 월 27 일)는 루마니아 표현주의이자 추상 유일 화가 였지만 전문적으로 그는 생물 학자 및 의사로 일했습니다.그의 작품은 1965 년 봄, 주요 회고 전시회가 그를 제 2 차 세계 대전 이후 유럽 현대 예술가 중 한 명으로 밝혀 냈을 때 사후에 잘 알려져 있었다.",https://upload.wikimedia.org/wikipedia/commons/thumb/d/d0/Ion_Tuculescu.jpg/200px-Ion_Tuculescu.jpg
iosif iser,아이오시프 아이저,"ioSif Iser (1881 년 5 월 21 일 - 1958 년 4 월 25 일; 부쿠레슈티에서 태어나고 죽음)는 루마니아 화가이자 그래픽 아티스트였습니다.
유대인 가족에게서 태어난 그는 처음에 표현주의에서 영감을 받아 두껍고 변조되지 않은 선과 가파른 각도를 가진 그림을 만듭니다.뮌헨과 파리에서 연구 한 후 (André Derain과 함께) Iser는 Socialist Press (FACLA 및 AdevĂrul의 원래 버전)에서 일하면서 많은 수의 풍자 만화를 출판했습니다 (대부분 루마니아 군주국을 풍자하는).그는 또한 Dobrujan 테마와 함께 첫 번째 시리즈의 그림을 시작했으며 일반적으로 현지 타타르 초상화를 특징으로합니다.
1920 년경, iOSIF ISER은 더 빛나는 색상을 채택하면서 질감을 부드럽게했습니다.그는 그의 TrancroaicĂ în albastru ( ""Tatar Woman in Blue"")와 Famile de TĂtari ( ""Tatar Family"")와 함께 ""Tatar""테마를 계속했습니다.그는 Harlequins를 묘사 한 다른 시리즈에서 확장했습니다.
1955 년, 그는 루마니아 아카데미의 정회원으로 선출되었습니다.",https://upload.wikimedia.org/wikipedia/commons/thumb/0/09/Iosif_Iser.jpg/200px-Iosif_Iser.jpg
irma stern,이르마 스턴,Irma Stern (1894 년 10 월 2 일 - 1966 년 8 월 23 일)은 남아프리카 예술가로 일생 동안 국내 및 국제 인정을 얻었습니다.,https://upload.wikimedia.org/wikipedia/en/thumb/7/7c/Photo_of_Irma_Stern.jpg/220px-Photo_of_Irma_Stern.jpg
istvan farkas,이스트반 파르카스,"István Farkas (1887 년 10 월 20 일 부다페스트에서; 1944 년 7 월 Auschwitz-Birkenau 강제로 사망)는 헝가리 화가, 출판사 및 홀로 코스트의 희생자였습니다.",
ivan albright,이반 올브라이트,"Ivan Le Lorraine Albright (1897 년 2 월 20 일-1983 년 11 월 18 일)는 그의 자화상, 캐릭터 연구 및 여전히 생명으로 가장 유명한 미국 화가, 조각가 및 인쇄 제작자였습니다.그의 기술과 어두운 주제로 인해 그는 종종 마법 현실 주의자들 사이에서 분류되며 때로는 ""무시 무시한 마스터""라고 불립니다.
Albright는 예술가와 장인의 가족으로부터 1930 년대 미국 미술 장면에 등장하여 미국 현실 주의자 중 가장 수수께끼의 명성을 얻었습니다.그는 라인 맨 (1928)과 같은 작품으로 신체, 육체 및 인간의 조건에 대한 강조를 통해 충격을 받고 경외하며 화를 냈습니다.), Dorian Grey의 그림 (1943).모든 표면의 미세한 세부 사항과 질감을 강조하기위한 그의 작품은 종종 단일 그림에 몇 년 또는 수십 년을 보내야했습니다.
Albright의 작품은 미국 전역의 박물관에서 찾을 수 있지만 그의 작품의 가장 중요한 저장소는 시카고 아트 인스티튜트 (Art Institute of Chicago)에 있습니다.",https://upload.wikimedia.org/wikipedia/commons/thumb/7/79/%E2%80%9CSelf-Portrait%E2%80%9D_by_Ivan_Albright_%281897%E2%80%931983%29%2C_1934%2C_oil_on_canvas%2C_291%E2%81%844_by_191%E2%81%844_inches._Collection_of_New_Trier_High_School_District_203.png/220px-%E2%80%9CSelf-Portrait%E2%80%9D_by_Ivan_Albright_%281897%E2%80%931983%29%2C_1934%2C_oil_on_canvas%2C_291%E2%81%844_by_191%E2%81%844_inches._Collection_of_New_Trier_High_School_District_203.png
jacoba van heemskerck,야코바 반 헤임스커크,"Jonkvrouw Jacoba Berendina van Heemskerck van Beest(1876-1923)는 여러 현대 장르에서 작업한 네덜란드 화가, 스테인드 글라스 디자이너 및 그래픽 아티스트였습니다. 그녀는 풍경화와 정물화를 전공했습니다.",https://uploads8.wikiart.org/temp/86761b4f-a746-4725-896b-02a40c4e5c06.jpg!Portrait.jpg
james ensor,제임스 센서,"제임스 시드니 에두아르 (James Sidney Edouard), 바론 엔소르 (Baron Ensor) (1860 년 4 월 13 일 - 1949 년 11 월 19 일)는 벨기에 화가이자 인쇄 제작자였으며, 대부분의 생애 동안 오스텐드에 살았던 표현주의와 초현실주의에 중요한 영향을 미쳤다.그는 예술 그룹 Les XX와 관련이있었습니다.",https://upload.wikimedia.org/wikipedia/commons/thumb/3/3b/Ensor_voor_zijn_schildersezel%2C_James_Ensor%2C_1890%2C_Koninklijk_Museum_voor_Schone_Kunsten_Antwerpen%2C_2809.001.jpeg/220px-Ensor_voor_zijn_schildersezel%2C_James_Ensor%2C_1890%2C_Koninklijk_Museum_voor_Schone_Kunsten_Antwerpen%2C_2809.001.jpeg
jean dubuffet,진 더뷔페,"Jean Philippe Arthur Dubuffet (1901 년 7 월 31 일 - 1985 년 5 월 12 일)은 프랑스 화가이자 Ecole de Paris (School of Paris)의 조각가였습니다.미학에 대한 그의 이상 주의적 접근은 소위 ""낮은 예술""을 받아들이고 전통적인 아름다움의 표준을 피해 이미지 만들기에 대한보다 정통적이고 인본주의적인 접근 방식을 선호했습니다.그는 아마도 미술 운동 아트 브루트를 설립 하고이 운동이 생성 된 작품 컬렉션 (Collection de l 'Art Brut)으로 가장 잘 알려져있을 것입니다.Dubuffet은 프랑스와 미국에서 다용도 경력을 쌓았으며 평생 동안 많은 전시회에 실 렸습니다.",https://upload.wikimedia.org/wikipedia/commons/thumb/e/e4/Paolo_Monti_-_Servizio_fotografico_%28Italia%2C_1960%29_-_BEIC_6341424.jpg/220px-Paolo_Monti_-_Servizio_fotografico_%28Italia%2C_1960%29_-_BEIC_6341424.jpg
jean fautrier,진 포트리에,"Jean Fautrier (1898 년 5 월 16 일 - 1964 년 7 월 21 일)는 프랑스 화가, 일러스트 레이터, 인쇄 제작자 및 조각가였습니다.그는 Tachisme의 가장 중요한 실무자 중 한 사람이었습니다.",
jean paul lemieux,장 폴 르미외,Jean Paul Lemieux (1904-1990)는 캐나다에서 가장 20 세기 화가 중 하나였습니다.그는 5 개의 예술적 시대로 대표되는 여러 가지 스타일로 일했습니다.,https://upload.wikimedia.org/wikipedia/en/thumb/9/93/Jean_Paul_Lemieux_-_LAC_PA-211607.jpg/220px-Jean_Paul_Lemieux_-_LAC_PA-211607.jpg
jean rene bazaine,장 르네 바젠,"Jean René Bazaine (1904 년 12 월 21 일 - 2001 년 3 월 4 일)은 스테인드 글라스 창문 및 작가의 디자이너, 프랑스 화가였습니다.그는 영국 법원 초상화 조지 헤이터 경의 위대한 손자였습니다.",
joan ponc,조안 폰크,Juan Ponç (1927 년 11 월 28 일-1984 년 4 월 4 일)는 카탈로니아 예술가이자 Avant-Garde Group Dau Al Set의 회원이었습니다.,https://upload.wikimedia.org/wikipedia/commons/thumb/2/21/Tomba_Joan_Pon%C3%A7_i_Bonet.jpg/220px-Tomba_Joan_Pon%C3%A7_i_Bonet.jpg
joao vieira,조앙 비에이라,,
jose clemente orozco,호세 클레멘테 오로스코,"José Clemente Orozco (1883 년 11 월 23 일 - 1949 년 9 월 7 일)는 멕시코 풍자 만화가이자 화가로 Diego Rivera, David Alfaro Siqueiros 등의 벽화와 함께 멕시코 벽화 르네상스를 설립 한 정치 벽화를 전문으로했습니다.Orozco는 멕시코 벽화 중 가장 복잡한 인간의 고통을 좋아하지만 Rivera보다 기계에 의해 덜 현실적이고 더 매혹적입니다.대부분 상징주의에 영향을받은 그는 장르 화가이자 석판 학자였습니다.1922 년에서 1948 년 사이에 Orozco는 멕시코 시티, 오리 자바, 캘리포니아, 뉴욕시, 하노버, 뉴햄프셔, 과달라하라, Jalisco 및 Jiquilpan, Michoacán에서 벽화를 그렸습니다.그의 그림과 그림은 멕시코 시티의 Carrillo Gil Museum과 과달라하라의 Orozco Workshop-Museum이 전시합니다.Orozco는 정치적으로 헌신적 인 예술가로 유명했으며 농민과 노동자의 정치적 원인을 장려했습니다.",https://upload.wikimedia.org/wikipedia/commons/thumb/4/45/Jos%C3%A9_Clemente_Orozco%2C_c1930.jpg/220px-Jos%C3%A9_Clemente_Orozco%2C_c1930.jpg
jose gutierrez solana,호세 구티에레즈 솔라나,"José Romano Gutiérrez-Solana Y Gutiérrez-Solana (1886 년 2 월 28 일, 마드리드-1945 년 6 월 24 일, 마드리드)는 스페인 화가, 조각사 및 작가였습니다.그는 보통 그의 그림을 ""J. Solana""로 서명했습니다.일반적으로 그는 표현주의 자로 여겨지지만 그의 스타일은 El Greco, Goya의 검은 그림 및 Eugenio Lucas Velázquez의 작품에 의해 크게 영향을 받았습니다.",https://upload.wikimedia.org/wikipedia/commons/thumb/d/dc/Jos%C3%A9_Guti%C3%A9rrez_Solana.jpg/220px-Jos%C3%A9_Guti%C3%A9rrez_Solana.jpg
josef albers,조셉 알베르스,"Josef Albers (; 독일어 : [ˈ albɐs]; 1888 년 3 월 19 일-1976 년 3 월 25 일)는 미국에서 가장 영향력있는 20 세기 미술 교사 중 한 명으로 여겨지는 독일 태생의 미국 예술가이자 교육자였습니다.1888 년 독일 웨스트 팔리 아 보 트롭에서 장인 정신에 대한 배경 지식을 가진 로마 가톨릭 가족으로 태어난 Albers는 어린 시절에 새겨진 유리, 배관 및 배선과 같은 다양한 기술에 대한 실용적인 훈련을 받았습니다.그는 나중에 1908 년부터 1913 년까지 교사로 일했으며 1918 년에 첫 공개위원회를 받았으며 1919 년 뮌헨으로 이사했습니다.
1920 년에 Albers는 학생으로 Weimar Bauhaus에 합류하여 1922 년에 수공예의 원칙을 가르치면서 교수진이되었습니다.Bauhaus가 1925 년 Dessau로 이사하면서 그는 교수로 승진하여 기관의 학생이자 섬유 예술가 인 Anni Albers와 결혼했습니다.Dessau에서 Albers의 작품에는 가구 디자인 및 유리 작업이 포함되어 있으며 Paul Klee와 같은 기존 아티스트와 협력했습니다.1933 년 나치 압력에 따른 바우 하우스의 폐쇄 이후, 알 버스는 미국으로 이주했다.그는 노스 캐롤라이나에있는 실험적 교양 연구소 블랙 마운틴 칼리지 (Black Mountain College)에서 페인팅 프로그램의 책임자로 임명되었습니다.
블랙 마운틴에서 Albers는 나중에 Ruth Asawa와 Robert Rauschenberg와 같은 저명한 예술가가 될 학생들에게 학생들에게 가르쳤으며, 안무가 Merce Cunningham과 Harlem Renaissance 화가 Jacob Lawrence를 포함하여 여름 세미나에서 가르치도록 현대 미국 예술가들을 초대했습니다.1950 년에 그는 예일대로 떠나 디자인 부서를 이끌고 그래픽 디자인 프로그램에 크게 기여했습니다.디자인의 실제 경험과 비전을 우선시하는 Albers의 교육 방법론은 전후 서양 시각 예술의 개발에 큰 영향을 미쳤으며, 1963 년에 출판 된 그의 책 상호 작용은 컬러 이론에 대한 주요 작품으로 간주됩니다.
Albers는 교사가 될뿐만 아니라 활발한 추상 화가이자 이론가였으며, 그의 시리즈 경의로 가장 잘 알려져 있으며, 중첩 사각형과의 색수 상호 작용을 탐색하여 사용 된 색상을 세 심하게 기록했습니다.그는 또한 코닝 유리 건물과 뉴욕시의 시간 및 생명 빌딩과 같은 벽화를 만들었습니다.1970 년에 그와 그의 아내는 코네티컷 주 Orange에서 살았으며 개인 스튜디오에서 계속 일했습니다.1971 년 Albers는 뉴욕의 메트로폴리탄 미술관에서 솔로 쇼를받은 최초의 살아있는 예술가였습니다.Albers는 1976 년 3 월 25 일 Yale New Haven Hospital에서 심장 질환을 입은 후 수면에서 사망했습니다.",https://upload.wikimedia.org/wikipedia/en/thumb/9/9e/Josef_Albers.jpg/220px-Josef_Albers.jpg
josef herman,조셉 허먼,"Josef Herman (1911 년 1 월 3 일-2000 년 2 월 19 일)은 특히 영국에서 현대 미술에 영향을 미쳤던 폴란드-영국 화가였습니다.그는 나치 박해를 피하기 위해 이주한 중앙 및 동유럽 유대인 난민 예술가의 일원이었습니다.그는 자신을 일하는 사람들을 그린 유럽의 비 유적 예술가, Courbet, Millet 및 Van Gogh, Kathe Kollwitz 및 Flemish Expressionist Constant Permeke를 포함한 전통의 전통의 일부로 보았습니다.11 년 동안 그는 사우스 웨일즈의 광업 커뮤니티 인 Ystradgynlais에 살았습니다.",
jules pascin,줄스 파신,"Julius Mordecai Pincas (1885 년 3 월 31 일 - 1930 년 6 월 5 일), Pascin ([pas.kin]; 잘못된 프랑스어 : [Pas.kɛ̃] 또는 [Pa.sɛ̃]), Jules Pascin, """"라고도합니다. ""Montparnasse의 왕자는 그의 그림과 그림으로 유명한 파리 학교의 불가리아 예술가였습니다.그는 나중에 미국 시민이되었습니다.그의 가장 빈번한 주제는 여성으로, 캐주얼 포즈로 묘사 된 여성이었습니다. 보통 누드 또는 부분적으로 옷을 입었습니다.
Pascin은 비엔나와 뮌헨에서 교육을 받았습니다.그는 미국에서 한동안 여행하면서 대부분의 시간을 남쪽에서 보냈습니다.그는 Montparnasse의 예술적 서클과 관련된 파리 화가로 가장 잘 알려져 있으며 파리 학교의 이주 중 하나였습니다.우울증과 알코올 중독으로 어려움을 겪은 그는 45 세의 나이에 자살로 사망했습니다.",https://upload.wikimedia.org/wikipedia/commons/thumb/5/53/Jules_Pascin_im_Caf%C3%A9_du_D%C3%B4me%2C_Paris_1910.png/220px-Jules_Pascin_im_Caf%C3%A9_du_D%C3%B4me%2C_Paris_1910.png
jules perahim,줄스 페라힘,"Jules Perahim(본명 Iuli? Blumenfeld)은 유대인 출신의 루마니아 예술가였습니다. 1930년대 초 초현실주의 서클과 교류한 후, 그는 사회주의 리얼리즘이 될 초기 발전에 기여했습니다. 공산주의 정권 동안 성공을 거두었음에도 불구하고, 그는 예술적 자유의 부족에 좌절했고, 1960년대 어느 시점에 나라를 떠나 파리에 정착하여 초현실주의 스타일로 계속 그림을 그렸습니다.",https://uploads4.wikiart.org/temp/fd0de74a-0ef7-4b21-9695-997774455685.jpg
kathe kollwitz,캐테 콜비츠,"Käthe kollwitz (독일 발음 : [kɛːtə kɔlvɪt͡s]는 Schmidt로 태어났다; 1867 년 7 월 8 일 - 1945 년 4 월 22 일)는 그림, 인쇄물 (에칭, 리소그래피 및 목판화 포함) 및 조각품으로 작업 한 독일 예술가였습니다.위버와 농민 전쟁을 포함한 그녀의 가장 유명한 예술주기는 빈곤, 굶주림 및 ​​노동 계급에 대한 전쟁의 영향을 묘사합니다.그녀의 초기 작품의 현실감에도 불구하고, 그녀의 예술은 이제 표현주의와 더 밀접한 관련이 있습니다.Kollwitz는 프러시아 예술 아카데미에 선출 된 최초의 여성뿐만 아니라 명예 교수 지위를 받았습니다.",https://upload.wikimedia.org/wikipedia/commons/thumb/9/9e/K%C3%A4the_Kollwitz_by_Hugo_Erfurth%2C_1927.jpg/220px-K%C3%A4the_Kollwitz_by_Hugo_Erfurth%2C_1927.jpg
kees van dongen,키스 반 동겐,"Cornelis Theodorus Maria ""Kees""Van Dongen (1877 년 1 월 26 일-1968 년 5 월 28 일)은 선두 주자 중 한 사람인 네덜란드 프랑스 화가였습니다.Van Dongen의 초기 작업은 헤이그 학교와 상징주의의 영향을 받았으며 점차 거친 포인트 스타일로 진화했습니다.1905 년부터 논란의 여지가있는 1905 년 살롱 D 'Automne 전시회에 참가했을 때 그의 스타일은 형태와 색상의 사용이 점점 더 급진적이되었습니다.그가 1905-1910 년에 만든 그림은 그의 가장 중요한 작품으로 간주됩니다.그 시대부터 그의 작품의 주제는 주로 유흥 시설에 중점을두고 있습니다.그는 댄서, 가수, 가장 무도회 및 극장을 그렸습니다.Van Dongen은 그의 감각적 인 - 때때로, 특히 여성의 초상화로 명성을 얻었습니다.",https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Kees_van_Dongen_in_his_studio_circa_1910.jpg/230px-Kees_van_Dongen_in_his_studio_circa_1910.jpg
kurt schwitters,커트 슈비터스,"Kurt Hermann Eduard Karl Julius Schwitters (1887 년 6 월 20 일 - 1948 년 1 월 8 일)는 독일 예술가였습니다.그는 독일 하노버에서 태어 났지만 1937 년부터 망명에 살았습니다.
Schwitters는 Dadaism, 구성주의, 초현실주의,시, 소리, 그림, 조각, 그래픽 디자인, 타이포그래피 및 설치 예술로 알려진 몇 가지 장르와 미디어에서 일했습니다.그는 ""Merz Pictures""라고 불리는 그의 콜라주로 가장 유명합니다.",https://upload.wikimedia.org/wikipedia/en/thumb/8/85/Schwitters.jpg/220px-Schwitters.jpg
laszlo mednyanszky,라즐로 메드냔즈키,"Baron László Mednyánszky, 그의 라틴계 이름 Ladislaus Josephus Balthasar Eustachius Mednyánszky (Slovak : Ladislav Medňanský; 1852 년 4 월 23 일 - 17 일 1919 년 4 월 17 일)로도 알려진 Slovak – Hungarian 화가이자 철학자로 여겨졌다.헝가리 예술.귀족적 배경에도 불구하고, 그는 대부분의 생애를 유럽을 돌아 다니며 예술가로 일했습니다.Mednyánszky는 격리에 상당한 기간을 보냈지 만 귀족, 예술 세계, 농민 및 군대에서 사회 전역의 사람들과 섞여있었습니다.그의 가장 중요한 작품은 자연과 가난한 장면, 특히 헝가리 왕국에있는 그의 고향에서 온 사람들의 장면을 묘사합니다.그는 어퍼 헝가리/슬로바키아 민속의 장면의 화가로도 알려져 있습니다.",https://upload.wikimedia.org/wikipedia/commons/thumb/3/34/Ladislav_Medny%C3%A1nszky.jpg/220px-Ladislav_Medny%C3%A1nszky.jpg
laszlo moholy nagy,라즐로 모홀리 나기,L?szl? Moholy-Nagy (/m??ho?li?n?d?/; 헝가리어: [?laːsloː ?mohojn??]; L?szl? Weisz 출생; 1895년 7월 20일 ? 1946년 11월 24일)은 헝가리 화가이자 사진가이자 바우하우스 학교의 교수였습니다. 그는 구성주의의 영향을 많이 받았으며 기술과 산업을 예술에 통합하는 것을 강력히 옹호했습니다.,https://uploads8.wikiart.org/temp/8afea31f-d017-482f-915e-2a6a1ff8ca4a.jpg!Portrait.jpg
lennart rodhe,레나트 로데,"Lennart Rodhe (1916 년 11 월 15 일 - 2005 년 1 월 17 일)는 스웨덴 예술가, 화가 및 인쇄 제작자였습니다.
Lennart Rodhe는 1934 년 스톡홀름의 Tekniska Skolan에있는 Edward Berggrens Studio에서 학생으로 등록했으며 Peter Rostrup-Boyesen I Copenhagen과 Stockholm 1938–44의 Royal University College of Fine Arts에서 Sven X : Et Erixon과 교사로 공부했습니다.그는 또한 Kunstakademiet I Köpenhamn에서 해부학을 공부했습니다.
Lennart Rodhe는 스웨덴의 현대인 중 가장 유명한 것으로 여겨지며, 스톡홀름의 Royal University College of Fine Arts의 교수로 주목할만한 것은 Peter Dahl 및 Olle Bauman과 같은 학생들에게 큰 영향을 미쳤던 사람으로서 그의 엄격한 교육 방법.모델 그리기에 대한 연구를 바탕으로 일부 학생들이 무서워했습니다.
그는 또한 1947 년 스톡홀름의 Brunkebergstorg에서 열린 Gallery Färg Och Form의 Ung Konst 전시회에서 1947 년 Års Män (1947 년의 남자)의 회원이기도했습니다.그는 1967 년에 페인트 페인팅으로 프린스 유젠 메달을 수상했습니다.",
ligia macovei,리지아 마코베이,"Ligia Macovei?(b.?1916?? d.?1998?,?Bucharest?)는 그래픽 아티스트, 화가 및 미술품 수집가였습니다. Ligia Macovei는 1952년부터 1957년까지 국회의원이었습니다.?[?6?]?Ligia Macovei는 1939년에 공산주의 고위 인사인?Pompiliu Macovei?와 결혼했습니다 .",https://uploads8.wikiart.org/temp/a4b25619-1677-495c-bd96-7a3c0c9139df.jpg!Portrait.jpg
louay kayyali,루아이 카얄리,Louay Kayali (아라비아 : 자세히한 1934 년 1 월 20 일 - 1978 년 1 월 26 일)는 시리아 현대 예술가였습니다.,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ec/Kayyali.jpg/180px-Kayyali.jpg
lovis corinth,로비스 코린트,"Lovis Corinth (1858 년 7 월 21 일 - 1925 년 7 월 17 일)는 화가이자 인쇄 제작자로서 성숙한 작품이 인상주의와 표현주의의 종합을 깨달은 독일 예술가이자 작가였습니다.
코린트는 파리와 뮌헨에서 공부했으며 베를린 탈퇴 그룹에 합류하여 나중에 맥스 리버 만 (Max Liebermann)을 그룹의 회장으로 승계했습니다.그의 초기 작업은 접근 방식이 자연 스럽습니다.고린도는 처음에는 표현주의 운동에 적대적 이었지만 1911 년에 뇌졸중 이후 그의 스타일은 풀려 많은 표현 적 특성을 취했다.그의 색상 사용은 더욱 활기차게되었고, 그는 뛰어난 활력과 힘의 초상화와 풍경을 만들었습니다.고린도의 주제에는 누드와 성서 장면도 포함되었습니다.",https://upload.wikimedia.org/wikipedia/commons/thumb/b/b9/Lovis_Corinth_1887.jpg/200px-Lovis_Corinth_1887.jpg
lygia pape,리지아 파페,"Lygia Pape (1927 년 4 월 7 일부터 2004 년 5 월 3 일)그리고 1960 년대.Hélio Oiticica 및 Lygia Clark과 함께, 그녀는 브라질의 현대 미술의 확장에서 중요한 예술가였으며 상호 작용 측면을 포함하고 윤리적, 정치적 주제에 참여하도록 기하학적 예술을 강요했습니다.",https://upload.wikimedia.org/wikipedia/commons/thumb/e/e8/Lygia_Pape%2C_sem_data_%28cropped%29.tif/lossy-page1-220px-Lygia_Pape%2C_sem_data_%28cropped%29.tif.jpg
lynd ward,린드 워드,"Lynd Kendall Ward (1905 년 6 월 26 일 - 1985 년 6 월 28 일)는 미국 예술가이자 소설가로서 목재 조각을 사용한 그의 말이없는 소설과 청소년 및 성인 책을위한 그의 삽화로 유명한 미국 예술가이자 소설가였습니다.그의 말이없는 소설은 그래픽 소설의 발전에 영향을 미쳤다.그의 목재 조각과 밀접한 관련이 있었지만 그는 수채화, 오일, 브러시 및 잉크, 리소그래피 및 메조 틴트에서도 일했습니다.Ward는 1920 년 창립에 관한 미국 시민 자유 연합 연합의 첫 번째 회장 인 감리교 장관, 정치 조직자 및 급진적 인 사회 운동가 인 Harry F. Ward의 아들이었습니다.
그의 가장 잘 알려진 책은 신의 남자와 그의 Caldecott를 수상한 어린이 이야기, 가장 큰 곰입니다.",https://upload.wikimedia.org/wikipedia/en/thumb/2/2a/Lynd_Ward_%281930%29_self_portrait.jpg/220px-Lynd_Ward_%281930%29_self_portrait.jpg
marcelle cahn,마르셀 칸,Marcelle Cahn (1895 년 3 월 1 일 -1991 년 9 월 20 일)은 프랑스 화가이자 추상화 크레 에이션의 일원 중 하나였습니다.그녀는 Alsace Strasbourg의 유대인 가족에서 태어나 86 세의 Neuilly-Sur-Seine에서 사망했습니다.프랑스 현대 예술가 인 Richard Conte는 1995 년 Nicole Ferry Art Gallery (파리)에서 Marcelle Cahn에게 경의를 표했습니다.,https://upload.wikimedia.org/wikipedia/en/7/7d/Photo_of_Marcelle_Cahn.jpg
margareta sterian,마가레타 스테리안,"마가레타 스테리안(Margareta Sterian)은 루마니아의 중요한 화가, 작가, 번역가였습니다. 유대인 가정에서 태어난 그녀는 처음에는 은행가와 결혼했습니다. 두 번째로 그녀는 시인 Paul Sterian과 결혼했습니다. 그녀는 Richard Canisius의 그림 수업에 참석했고 나중에는 Gore Mircescu의 그림 수업에 참석했습니다. 1926~29년에 그녀는 파리에서 공부했습니다.",https://uploads4.wikiart.org/temp/3d53dfd8-ebf4-473c-864c-edbb712138f5.jpg
mario eloy,마리오 엘로이,"Mário Eloy (1900 년 3 월 15 일 Algés - 1951 년 9 월 5 일 리스본에서)는 포르투갈 표현주의 화가였습니다.
엘로이는 리스본에서 태어났습니다.그의 스타일은 반 고흐 (Van Gogh), 피카소 (Picasso), 주로 독일 표현주의 회화에서 1927 년부터 1932 년까지 독일에 머무는 동안 존경하는 화가의 영향을 보여줍니다.
포르투갈로 돌아온 후, 그는 포르투갈 그림에서 표현주의에서 최고의 대표가되었습니다.그의 후자 중 일부는 ""Enterro""(c. 1940)와 같은 작품은 그의 언급에서 포르투갈의 초현실주의 그림을 예상하는 것으로 보인다.
1944 년에 그는 심각한 정신 질환으로 인해 그림을 떠나야했고, 리우데 무로의 정신 기관에서 남은 생애를 보냈습니다.",
mario zanini,마리오 자니니,"Mario Zanini 또는 Simply Zanini (1907 년 9 월 10 일 상파울루에서 - 1971 년 8 월 16 일 상파울루에서)는 브라질 화가이자 인테리어 디자이너였습니다.
그는 겸손한 가족에서 태어났습니다.십대 시절에 그는 Escola de Belas de São Paulo 또는 ""상파울루의 학교""에서 공부했습니다.그는이 나라의 주요 예술 상을 위해 달렸다.공부를 위해 1950 년 유럽으로 여행했습니다.그는 또한 처음 세 상파울루 아트 비엔날레에있었습니다.
그는 Grupo Santa Helena의 일원이었으며 Família Artística Paulista의 핵이거나 ""상파울루의 예술적 가족""이었습니다.그를 Grupo do Santa Helena와 Família Artística Paulista의 평균적 통합제와 구별하는 것은 그의 깊고 강렬한 색상이었습니다.그와 Alfredo Volpi는 브라질 그림 역사상 위대한 색의 마스터였습니다.",
mary fedden,메리 페든,Mary Fedden (1915 년 8 월 14 일 - 2012 년 6 월 22 일)은 영국 예술가였습니다.,https://upload.wikimedia.org/wikipedia/en/a/a3/Mary_Fedden.jpg
